,,,"Lanark, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Age at immigration","  Under 5 years",,     670,,     315,,     355,,  369955,,  184255,,  185705,
"Age at immigration","  5 to 14 years",,     830,,     405,,     425,,  685085,,  345865,,  339225,
"Age at immigration","  15 to 24 years",,    1035,,     390,,     640,,  855475,,  381025,,  474450,
"Age at immigration","  25 to 44 years",,    1450,,     675,,     770,, 1579500,,  741340,,  838160,
"Age at immigration","  45 years and over",,     170,,      60,,     100,,  362130,,  162180,,  199945,
"Immigrants by selected place of birth","Total - Selected places of birth for the immigrant population in private households - 25% sample data",54,    4155,,    1860,,    2295,, 3852145,, 1814665,, 2037480,
"Immigrants by selected place of birth","  Americas",,     835,,     380,,     450,,  598950,,  265930,,  333025,
"Immigrants by selected place of birth","    Brazil",,      15,,      10,,      10,,   14705,,    6700,,    8010,
"Immigrants by selected place of birth","    Colombia",,       0,,       0,,       0,,   28815,,   13085,,   15730,
"Immigrants by selected place of birth","    El Salvador",,      15,,       0,,      10,,   20920,,   10165,,   10750,
"Immigrants by selected place of birth","    Guyana",,      10,,       0,,      10,,   79745,,   35325,,   44420,
"Immigrants by selected place of birth","    Haiti",,       0,,       0,,       0,,   10195,,    4410,,    5785,
"Immigrants by selected place of birth","    Jamaica",,      75,,      40,,      35,,  119840,,   51320,,   68525,
"Immigrants by selected place of birth","    Mexico",,      20,,       0,,      10,,   30075,,   13895,,   16185,
"Immigrants by selected place of birth","    Peru",,      20,,      10,,      10,,   10550,,    4660,,    5895,
"Immigrants by selected place of birth","    Trinidad and Tobago",,      30,,      15,,      15,,   52810,,   23515,,   29300,
"Immigrants by selected place of birth","    United States",55,     565,,     255,,     310,,  109005,,   47170,,   61830,
"Immigrants by selected place of birth","    Other places of birth in Americas",,      85,,      35,,      50,,  122280,,   55685,,   66600,
"Immigrants by selected place of birth","  Europe",,    2675,,    1185,,    1490,, 1144295,,  546250,,  598050,
"Immigrants by selected place of birth","    Bosnia and Herzegovina",,       0,,       0,,       0,,   21300,,   10655,,   10645,
"Immigrants by selected place of birth","    Croatia",,      15,,      15,,       0,,   27330,,   13495,,   13835,
"Immigrants by selected place of birth","    France",,      40,,      20,,      20,,   13385,,    6310,,    7070,
"Immigrants by selected place of birth","    Germany",,     295,,     135,,     165,,   63460,,   29685,,   33775,
"Immigrants by selected place of birth","    Greece",,      40,,      20,,      20,,   36575,,   18225,,   18350,
"Immigrants by selected place of birth","    Hungary",,      35,,      25,,      15,,   22085,,   10495,,   11590,
"Immigrants by selected place of birth","    Ireland",56,      20,,      10,,      10,,   15275,,    7415,,    7860,
"Immigrants by selected place of birth","    Italy",,      60,,      40,,      15,,  157815,,   78510,,   79305,
"Immigrants by selected place of birth","    Netherlands",,     170,,      95,,      75,,   47400,,   23910,,   23490,
"Immigrants by selected place of birth","    Poland",,     100,,      45,,      50,,   96000,,   43155,,   52845,
"Immigrants by selected place of birth","    Portugal",,      10,,       0,,       0,,  103025,,   50240,,   52785,
"Immigrants by selected place of birth","    Romania",,      25,,      10,,      15,,   42720,,   19720,,   23000,
"Immigrants by selected place of birth","    Russian Federation",,      30,,      15,,      10,,   42980,,   18540,,   24440,
"Immigrants by selected place of birth","    Serbia",57,      15,,       0,,      15,,   23695,,   11610,,   12085,
"Immigrants by selected place of birth","    Ukraine",,      10,,      10,,       0,,   39945,,   18150,,   21795,
"Immigrants by selected place of birth","    United Kingdom",58,    1585,,     670,,     915,,  264125,,  125730,,  138390,
"Immigrants by selected place of birth","    Other places of birth in Europe",,     235,,      90,,     150,,  127190,,   60395,,   66790,
"Immigrants by selected place of birth","  Africa",,     110,,      45,,      65,,  226770,,  109585,,  117185,
"Immigrants by selected place of birth","    Algeria",,       0,,       0,,       0,,    2925,,    1480,,    1450,
"Immigrants by selected place of birth","    Egypt",,      20,,      10,,      10,,   34510,,   18000,,   16510,
"Immigrants by selected place of birth","    Ethiopia",,      10,,       0,,      10,,   15570,,    7230,,    8340,
"Immigrants by selected place of birth","    Kenya",,      10,,       0,,       0,,   14940,,    6910,,    8025,
"Immigrants by selected place of birth","    Morocco",,      10,,       0,,      10,,    5485,,    2690,,    2795,
"Immigrants by selected place of birth","    Nigeria",,       0,,       0,,       0,,   20630,,   10285,,   10345,
"Immigrants by selected place of birth","    Somalia",,       0,,       0,,       0,,   16970,,    6845,,   10125,
"Immigrants by selected place of birth","    South Africa; Republic of",,      25,,      20,,      10,,   19390,,    9545,,    9840,
"Immigrants by selected place of birth","    Other places of birth in Africa",,      40,,      15,,      30,,   96355,,   46610,,   49745,
"Immigrants by selected place of birth","  Asia",,     470,,     205,,     260,, 1869805,,  886570,,  983240,
"Immigrants by selected place of birth","    Afghanistan",,       0,,       0,,       0,,   33145,,   16490,,   16655,
"Immigrants by selected place of birth","    Bangladesh",,       0,,       0,,       0,,   39410,,   19970,,   19440,
"Immigrants by selected place of birth","    China",59,      80,,      15,,      65,,  317225,,  143705,,  173515,
"Immigrants by selected place of birth","    Hong Kong",60,      30,,      15,,      15,,  108030,,   50945,,   57090,
"Immigrants by selected place of birth","    India",,      45,,      25,,      20,,  360540,,  179950,,  180590,
"Immigrants by selected place of birth","    Iran",61,      10,,      10,,       0,,   86810,,   43445,,   43360,
"Immigrants by selected place of birth","    Iraq",,       0,,      10,,       0,,   50390,,   25280,,   25115,
"Immigrants by selected place of birth","    Japan",,      15,,      10,,      10,,    8145,,    2550,,    5585,
"Immigrants by selected place of birth","    Korea; South",62,      25,,      15,,      15,,   57085,,   26660,,   30425,
"Immigrants by selected place of birth","    Lebanon",,      75,,      40,,      35,,   34545,,   18145,,   16405,
"Immigrants by selected place of birth","    Pakistan",,      10,,       0,,       0,,  142265,,   71925,,   70345,
"Immigrants by selected place of birth","    Philippines",,      55,,      10,,      50,,  231760,,   93730,,  138030,
"Immigrants by selected place of birth","    Sri Lanka",,      15,,      10,,      10,,  109855,,   53640,,   56215,
"Immigrants by selected place of birth","    Syria",63,      20,,      15,,      10,,   22680,,   11405,,   11270,
"Immigrants by selected place of birth","    Taiwan",,       0,,       0,,       0,,   17840,,    7775,,   10065,
"Immigrants by selected place of birth","    Viet Nam",,      10,,       0,,      10,,   80525,,   36545,,   43985,
"Immigrants by selected place of birth","    Other places of birth in Asia",,      70,,      40,,      35,,  169555,,   84400,,   85160,
"Immigrants by selected place of birth","  Oceania and other places of birth",64,      65,,      35,,      20,,   12330,,    6330,,    5990,
"Recent immigrants by selected places of birth","Total - Selected places of birth for the recent immigrant population in private households - 25% sample data",54,     180,,      95,,      90,,  472170,,  223720,,  248450,
"Recent immigrants by selected places of birth","  Americas",,      55,,      25,,      30,,   60700,,   29005,,   31700,
"Recent immigrants by selected places of birth","    Brazil",,       0,,       0,,       0,,    3180,,    1505,,    1675,
"Recent immigrants by selected places of birth","    Colombia",,       0,,       0,,       0,,    4520,,    2005,,    2520,
"Recent immigrants by selected places of birth","    Cuba",,       0,,       0,,       0,,    1950,,     910,,    1045,
"Recent immigrants by selected places of birth","    Haiti",,       0,,       0,,       0,,    2575,,    1140,,    1435,
"Recent immigrants by selected places of birth","    Jamaica",,       0,,       0,,       0,,    8935,,    4840,,    4090,
"Recent immigrants by selected places of birth","    Mexico",,       0,,       0,,       0,,    5670,,    2745,,    2925,
"Recent immigrants by selected places of birth","    United States",55,      35,,      10,,      20,,   14635,,    7225,,    7405,
"Recent immigrants by selected places of birth","    Venezuela",65,       0,,       0,,       0,,    2460,,    1120,,    1340,
"Recent immigrants by selected places of birth","    Other places of birth in Americas",,      10,,      10,,       0,,   16775,,    7510,,    9265,
"Recent immigrants by selected places of birth","  Europe",,      35,,      25,,      10,,   45295,,   22250,,   23045,
"Recent immigrants by selected places of birth","    France",,       0,,       0,,       0,,    2010,,    1025,,     985,
"Recent immigrants by selected places of birth","    Germany",,       0,,       0,,       0,,    1695,,     885,,     805,
"Recent immigrants by selected places of birth","    Ireland",56,       0,,       0,,       0,,    1900,,    1185,,     715,
"Recent immigrants by selected places of birth","    Moldova",66,       0,,       0,,       0,,     880,,     400,,     480,
"Recent immigrants by selected places of birth","    Romania",,       0,,       0,,       0,,    2425,,     995,,    1430,
"Recent immigrants by selected places of birth","    Russian Federation",,       0,,       0,,       0,,    4905,,    1790,,    3115,
"Recent immigrants by selected places of birth","    Ukraine",,       0,,       0,,       0,,    4455,,    2005,,    2445,
"Recent immigrants by selected places of birth","    United Kingdom",58,      25,,      20,,       0,,    7780,,    4515,,    3265,
"Recent immigrants by selected places of birth","    Other places of birth in Europe",,      10,,       0,,      10,,   19245,,    9450,,    9795,
"Recent immigrants by selected places of birth","  Africa",,      10,,      10,,      10,,   39380,,   19045,,   20330,
"Recent immigrants by selected places of birth","    Algeria",,       0,,       0,,       0,,     415,,     180,,     240,
"Recent immigrants by selected places of birth","    Cameroon",,       0,,       0,,       0,,    1390,,     640,,     750,
"Recent immigrants by selected places of birth","    Congo; Democratic Republic of the",,       0,,       0,,       0,,    1835,,     845,,     990,
"Recent immigrants by selected places of birth","    Côte d'Ivoire",,       0,,       0,,       0,,     605,,     245,,     360,
"Recent immigrants by selected places of birth","    Egypt",,       0,,       0,,       0,,    8220,,    4290,,    3935,
"Recent immigrants by selected places of birth","    Eritrea",,       0,,       0,,       0,,    2055,,    1010,,    1045,
"Recent immigrants by selected places of birth","    Ethiopia",,       0,,       0,,       0,,    2505,,    1115,,    1385,
